"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"PSA";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX ApKa";"CX BpKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA Lipinski";"HBD Lipinski";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles"
"CHEMBL97162";"";"SB-239063";"Small molecule";"0";"368.41";"72";"79";"3.63";"73.06";"6";"1";"0";"4";"N";"0.76";"None";"4.45";"3.22";"3.22";"3";"MOL";"-1";"27";"6";"1";"0";"368.1649";"NEUTRAL";"C20H21FN4O2";"COc1nccc(-c2c(-c3ccc(F)cc3)ncn2[C@H]2CC[C@H](O)CC2)n1"
"CHEMBL379218";"";"A-674563";"Small molecule";"0";"358.45";"392";"494";"3.88";"76.82";"4";"2";"0";"6";"N";"0.55";"None";"9.29";"2.98";"1.11";"4";"MOL";"-1";"27";"5";"3";"0";"358.1794";"BASE";"C22H22N4O";"Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12"
"CHEMBL97257";"";"";"Small molecule";"0";"515.10";"5";"5";"6.48";"70.50";"5";"1";"2";"11";"N";"0.30";"4.26";"3.11";"5.67";"2.91";"3";"MOL";"-1";"34";"5";"1";"2";"514.1152";"ACID";"C26H27ClN2O3S2";"CN(C)C(=O)CCS[C@@H](SCCC(=O)O)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1"
"CHEMBL147507";"(R)-MEXILETINE";"mexiletine";"Small molecule";"0";"179.26";"7";"12";"2.03";"35.25";"2";"1";"0";"3";"Y";"0.77";"None";"9.52";"2.46";"0.39";"1";"MOL";"-1";"13";"2";"2";"0";"179.1310";"BASE";"C11H17NO";"Cc1cccc(C)c1OC[C@@H](C)N"
"CHEMBL2159495";"";"";"Small molecule";"0";"348.23";"7";"10";"5.32";"60.21";"5";"0";"1";"4";"N";"0.43";"None";"None";"4.95";"4.95";"2";"MOL";"-1";"20";"4";"0";"1";"346.9244";"NEUTRAL";"C12H7Cl2NO3S2";"CC(=O)c1cc([N+](=O)[O-])c(Sc2cccc(Cl)c2Cl)s1"
"CHEMBL4303226";"";"";"Small molecule";"0";"465.48";"1";"1";"4.11";"122.91";"6";"2";"0";"7";"N";"0.42";"4.02";"None";"2.94";"-0.22";"4";"MOL";"0";"33";"8";"2";"0";"465.0882";"ACID";"C24H19NO7S";"CS(=O)(=O)Nc1ccc(-c2coc3cc(OCc4cccc(C(=O)O)c4)ccc3c2=O)cc1"
"CHEMBL4072005";"";"";"Small molecule";"0";"298.35";"2";"6";"1.98";"74.33";"3";"2";"0";"3";"N";"0.91";"13.23";"5.14";"0.40";"0.39";"2";"MOL";"-1";"22";"6";"2";"0";"298.1430";"NEUTRAL";"C16H18N4O2";"O=C(NCC(=O)N1CCCC1)Nc1ccc2cnccc2c1"
"CHEMBL4303644";"";"";"Small molecule";"0";"344.45";"1";"1";"3.63";"60.44";"4";"0";"0";"1";"N";"0.68";"None";"None";"3.24";"3.24";"0";"MOL";"0";"25";"4";"0";"0";"344.1988";"NEUTRAL";"C21H28O4";"CC(=O)O[C@H]1CC[C@@]2(C)C(=CC(=O)[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1"
"CHEMBL1204779";"";"Dodecyl Sulfate";"Small molecule";"0";"266.40";"1";"2";"3.73";"63.60";"3";"1";"0";"12";"N";"0.43";"-1.45";"None";"4.42";"2.04";"0";"MOL";"-1";"17";"4";"1";"0";"266.1552";"ACID";"C12H26O4S";"CCCCCCCCCCCCOS(=O)(=O)O"
"CHEMBL33620";"";"";"Small molecule";"0";"564.75";"5";"6";"6.10";"70.00";"7";"0";"2";"13";"N";"0.18";"None";"7.80";"6.20";"5.66";"4";"MOL";"-1";"40";"7";"0";"2";"564.2658";"NEUTRAL";"C32H40N2O5S";"COc1ccc(CCN(C)CCCOc2ccc(S(=O)(=O)c3c(C(C)C)c4ccccc4n3C)cc2)cc1OC"
"CHEMBL1230001";"";"";"Small molecule";"0";"392.38";"11";"30";"4.82";"69.64";"2";"2";"0";"3";"N";"0.79";"3.53";"None";"4.78";"1.42";"2";"MOL";"-1";"28";"5";"2";"0";"392.1348";"ACID";"C20H19F3N2O3";"O=C(O)c1ccccc1NC(=O)N1CCC(c2ccccc2C(F)(F)F)CC1"
"CHEMBL1236904";"";"";"Small molecule";"0";"551.49";"9";"12";"3.76";"80.56";"8";"1";"1";"5";"N";"0.40";"10.68";"7.82";"3.44";"2.88";"4";"MOL";"-1";"36";"9";"1";"1";"550.1804";"NEUTRAL";"C26H31BrN8O";"Cc1cc(CN2CCN(c3c(Br)cnc4nc(-c5ccc(N6CCN(C)CC6)cc5)[nH]c34)CC2)no1"
"CHEMBL3237719";"";"";"Small molecule";"0";"471.57";"14";"43";"3.75";"109.06";"8";"2";"0";"4";"N";"0.47";"9.93";"5.08";"2.54";"2.54";"4";"MOL";"-1";"35";"9";"2";"0";"471.2383";"NEUTRAL";"C26H29N7O2";"C[C@H]1CC[C@H](n2c3cnccc3c3cnc(Nc4ccc5c(n4)CCN(C(=O)CO)C5)nc32)CC1"
"CHEMBL11594";"BMS-191095";"BMS-191095";"Small molecule";"0";"408.89";"6";"17";"4.21";"85.17";"5";"2";"0";"4";"N";"0.67";"12.52";"6.21";"3.74";"3.72";"3";"MOL";"-1";"29";"6";"2";"0";"408.1353";"NEUTRAL";"C22H21ClN4O2";"CC1(C)Oc2ccc(C#N)cc2[C@H](N(Cc2ncc[nH]2)c2ccc(Cl)cc2)[C@H]1O"
"CHEMBL3259907";"";"";"Small molecule";"0";"442.52";"10";"38";"5.63";"81.54";"5";"1";"1";"4";"N";"0.44";"3.72";"5.08";"3.17";"1.41";"4";"MOL";"-1";"33";"6";"1";"1";"442.1893";"ACID";"C27H26N2O4";"Cc1nc2ccccc2c(-c2ccc3c4c(ccnc24)CCO3)c1[C@H](OC(C)(C)C)C(=O)O"
"CHEMBL3040440";"";"VS-4718";"Small molecule";"0";"501.51";"4";"4";"4.79";"87.75";"7";"3";"1";"7";"N";"0.43";"None";"7.57";"5.21";"4.84";"3";"MOL";"-1";"36";"8";"3";"1";"501.1988";"NEUTRAL";"C25H26F3N5O3";"CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCOCC3)cc2OC)ncc1C(F)(F)F"
"CHEMBL4210419";"";"";"Small molecule";"0";"555.48";"2";"2";"5.84";"52.29";"5";"0";"2";"6";"N";"0.26";"None";"6.57";"5.24";"5.19";"5";"MOL";"-1";"37";"6";"0";"2";"554.1317";"NEUTRAL";"C30H27BrN4O2";"O=C(c1cn(Cc2cncn2Cc2ccc(Br)cc2)cc1-c1cccc2ccccc12)N1CCOCC1"
"CHEMBL480889";"";"";"Small molecule";"0";"550.70";"6";"13";"3.26";"83.58";"7";"1";"1";"8";"N";"0.54";"None";"7.85";"2.83";"2.19";"2";"MOL";"-1";"40";"9";"1";"1";"550.3155";"NEUTRAL";"C31H42N4O5";"COc1cccc(CN(C(=O)CC(C)(C)C)[C@H]2C[C@@H](C(=O)N3CCNCC3)N(Cc3ccc4c(c3)OCO4)C2)c1"
"CHEMBL502124";"";"";"Small molecule";"0";"588.09";"10";"23";"5.72";"102.49";"7";"3";"2";"9";"N";"0.23";"13.21";"7.37";"5.52";"5.24";"4";"MOL";"-1";"42";"9";"3";"2";"587.2212";"NEUTRAL";"C31H31ClFN7O2";"CCN1CCN(C(=O)Cc2ccc(Nc3ncc(F)c(Nc4ccc(C(=O)Nc5ccccc5Cl)cc4)n3)cc2)CC1"
"CHEMBL250052";"(R)-VILOXAZINE";"(R)-Viloxazine";"Small molecule";"0";"237.30";"3";"4";"1.45";"39.72";"4";"1";"0";"5";"N";"0.84";"None";"8.19";"1.49";"0.63";"1";"MOL";"-1";"17";"4";"1";"0";"237.1365";"NEUTRAL";"C13H19NO3";"CCOc1ccccc1OC[C@H]1CNCCO1"
"CHEMBL3143955";"";"";"Small molecule";"0";"284.26";"7";"10";"1.58";"50.94";"4";"2";"0";"3";"N";"0.80";"None";"10.31";"1.76";"-0.98";"1";"MOL";"-1";"14";"3";"3";"0";"211.1143";"BASE";"C10H19Cl2N3S";"CCCN[C@H]1CCc2nc(N)sc2C1.Cl.Cl"
"CHEMBL59834";"";"BIMU8";"Small molecule";"0";"342.44";"5";"15";"2.57";"59.27";"5";"1";"0";"2";"N";"0.91";"None";"9.20";"1.85";"0.05";"2";"MOL";"-1";"25";"6";"1";"0";"342.2056";"BASE";"C19H26N4O2";"CC(C)n1c(=O)n(C(=O)NC2CC3CCC(C2)N3C)c2ccccc21"
"CHEMBL3191466";"";"";"Small molecule";"0";"247.28";"9";"11";"0.96";"80.62";"4";"2";"0";"2";"N";"0.47";"11.69";"0.59";"1.08";"1.08";"2";"MOL";"-1";"17";"5";"3";"0";"247.0415";"NEUTRAL";"C11H9N3O2S";"NC(=S)N/N=C/c1coc2ccccc2c1=O"
"CHEMBL3289391";"";"";"Small molecule";"0";"420.35";"5";"18";"2.70";"46.53";"3";"1";"0";"4";"N";"0.69";"11.05";"None";"-0.97";"-0.97";"2";"MOL";"-1";"25";"4";"1";"0";"340.1907";"NEUTRAL";"C21H26BrNO3";"C[N+]1(C)CCC[C@H](OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-]"
"CHEMBL1807053";"";"";"Small molecule";"0";"399.41";"53";"110";"4.97";"65.50";"6";"1";"0";"8";"N";"0.68";"None";"2.05";"5.30";"5.30";"2";"MOL";"-1";"28";"6";"1";"0";"399.1770";"NEUTRAL";"C19H24F3N3O3";"CCC(CC)Nc1nc(C)c(-c2ccc(OC(F)(F)F)cc2OC)nc1OC"
"CHEMBL3039094";"";"";"Small molecule";"0";"330.47";"1";"1";"4.45";"43.37";"3";"0";"0";"1";"N";"0.53";"None";"None";"3.80";"3.80";"0";"MOL";"-1";"24";"3";"0";"0";"330.2195";"NEUTRAL";"C21H30O3";"CC(=O)O[C@H]1CC[C@@]2(C)C(=CCC3C4CCC(=O)[C@@]4(C)CCC32)C1"
"CHEMBL298019";"PIRODAVIR";"PIRODAVIR|R 77975";"Small molecule";"0";"369.47";"28";"87";"3.65";"64.55";"6";"0";"0";"7";"N";"0.69";"None";"4.41";"3.45";"3.45";"2";"MOL";"0";"27";"6";"0";"0";"369.2052";"NEUTRAL";"C21H27N3O3";"CCOC(=O)c1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)cc1"
"CHEMBL325226";"";"";"Small molecule";"0";"351.45";"6";"18";"4.55";"46.50";"3";"1";"0";"2";"N";"0.74";"13.12";"None";"3.73";"3.73";"3";"MOL";"-1";"26";"5";"1";"0";"351.1947";"NEUTRAL";"C21H25N3O2";"Cc1c(NC(=O)N2CCOCC2)ccc2c1c1ccccc1n2C(C)C"
"CHEMBL3356143";"";"";"Small molecule";"0";"380.45";"8";"15";"2.74";"68.50";"6";"1";"0";"4";"N";"0.76";"None";"2.63";"2.68";"2.68";"3";"MOL";"-1";"28";"7";"1";"0";"380.1848";"NEUTRAL";"C21H24N4O3";"COc1ccccc1C(=O)Nc1cc2c(cc1N1CCCC1)n(C)c(=O)n2C"
"CHEMBL333081";"";"LY-288513";"Small molecule";"0";"436.31";"4";"6";"4.85";"61.44";"2";"2";"0";"3";"N";"0.62";"8.64";"None";"4.68";"4.66";"3";"MOL";"-1";"28";"5";"2";"0";"435.0582";"NEUTRAL";"C22H18BrN3O2";"O=C1NN(C(=O)Nc2ccc(Br)cc2)[C@@H](c2ccccc2)[C@@H]1c1ccccc1"
"CHEMBL3356976";"";"";"Small molecule";"0";"462.39";"6";"8";"5.23";"42.01";"4";"0";"1";"5";"N";"0.57";"None";"6.34";"5.08";"5.04";"2";"MOL";"-1";"32";"5";"0";"1";"462.1378";"NEUTRAL";"C21H20F6N2O3";"O=C(OC(C(F)(F)F)C(F)(F)F)N1CCN(Cc2cccc(Oc3ccccc3)c2)CC1"
"CHEMBL266510";"FLINDOKALNER";"BMS-204352|FLINDOKALNER|Flindokalner|MAXIPOST";"Small molecule";"3";"359.71";"16";"42";"4.53";"38.33";"2";"1";"0";"2";"N";"0.80";"11.56";"None";"4.23";"4.23";"2";"MOL";"0";"24";"3";"1";"0";"359.0336";"NEUTRAL";"C16H10ClF4NO2";"COc1ccc(Cl)cc1[C@]1(F)C(=O)Nc2cc(C(F)(F)F)ccc21"
"CHEMBL4303508";"";"";"Small molecule";"0";"417.51";"1";"1";"3.53";"78.43";"7";"1";"0";"6";"N";"0.48";"None";"10.03";"3.01";"0.52";"4";"MOL";"0";"31";"7";"2";"0";"417.2165";"BASE";"C24H27N5O2";"COCCOc1ccc2c(c1)ncn2-c1ccc2cccc(N3CCC(N)CC3)c2n1"
"CHEMBL480718";"";"";"Small molecule";"0";"259.74";"2";"2";"2.68";"41.61";"3";"0";"0";"1";"Y";"0.75";"None";"6.87";"2.41";"2.33";"2";"MOL";"-1";"17";"3";"0";"0";"223.1109";"NEUTRAL";"C14H14ClN3";"Cl.N#Cc1ccc([C@H]2CCCc3cncn32)cc1"
"CHEMBL470334";"";"VER-155008";"Small molecule";"0";"556.41";"5";"18";"3.04";"164.36";"11";"4";"2";"8";"N";"0.25";"12.46";"4.47";"3.22";"3.22";"4";"MOL";"-1";"38";"11";"5";"2";"555.1189";"NEUTRAL";"C25H23Cl2N7O4";"N#Cc1ccc(COC[C@H]2O[C@@H](n3c(NCc4ccc(Cl)c(Cl)c4)nc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1"
"CHEMBL44752";"";"";"Small molecule";"0";"342.42";"3";"6";"-0.13";"136.87";"5";"3";"0";"8";"N";"0.26";"10.30";"11.21";"0.12";"-1.79";"1";"MOL";"-1";"23";"8";"5";"0";"342.1362";"BASE";"C14H22N4O4S";"COC(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)c1ccc(C)cc1"
"CHEMBL215421";"";"";"Small molecule";"0";"381.86";"17";"38";"2.51";"58.18";"6";"1";"0";"8";"N";"0.74";"None";"8.76";"2.51";"1.14";"2";"MOL";"-1";"25";"6";"1";"0";"345.1576";"BASE";"C19H24ClNO5";"COc1cccc(OC)c1OCCNC[C@H]1COc2ccccc2O1.Cl"
"CHEMBL394527";"";"";"Small molecule";"0";"419.89";"5";"7";"1.92";"105.66";"5";"4";"0";"5";"N";"0.51";"10.94";"None";"1.68";"1.68";"3";"MOL";"-1";"28";"7";"4";"0";"419.0707";"NEUTRAL";"C19H18ClN3O4S";"O=C(N[C@@H]1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)sc2[nH]1"
"CHEMBL178654";"HKI-357";"HKI-357";"Small molecule";"1";"574.06";"7";"13";"6.68";"99.51";"7";"2";"2";"11";"N";"0.19";"12.55";"8.81";"5.75";"4.33";"4";"MOL";"0";"41";"8";"2";"2";"573.1943";"BASE";"C31H29ClFN5O3";"CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C"
"CHEMBL4303592";"";"";"Small molecule";"0";"366.42";"1";"1";"4.39";"61.96";"3";"2";"0";"4";"N";"0.50";"12.50";"1.66";"4.08";"4.08";"4";"MOL";"0";"28";"4";"2";"0";"366.1368";"NEUTRAL";"C24H18N2O2";"O=C1c2ccccc2-c2c(NCCc3ccccc3)c(=O)[nH]c3cccc1c23"
"CHEMBL264406";"";"";"Small molecule";"0";"317.40";"125";"244";"3.98";"69.62";"5";"1";"0";"1";"N";"0.58";"None";"3.70";"3.71";"3.71";"4";"MOL";"-1";"24";"5";"2";"0";"317.1640";"NEUTRAL";"C19H19N5";"CC(C)(C)n1nc(-c2cccc3ccccc23)c2c(N)ncnc21"
"CHEMBL3264245";"";"";"Small molecule";"0";"312.41";"2";"3";"2.53";"40.62";"2";"0";"0";"1";"N";"0.80";"None";"None";"2.30";"2.30";"1";"MOL";"-1";"23";"4";"0";"0";"312.1838";"NEUTRAL";"C19H24N2O2";"O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@H]2C1"
"CHEMBL3341861";"";"";"Small molecule";"0";"392.89";"10";"35";"5.65";"57.26";"3";"2";"1";"4";"N";"0.60";"11.45";"5.77";"5.65";"5.64";"3";"MOL";"-1";"28";"5";"2";"1";"392.1404";"NEUTRAL";"C22H21ClN4O";"O=C(Nc1ccc(Cl)cc1)Nc1cccc(-c2cccc(N3CCCC3)n2)c1"
"CHEMBL97424";"";"";"Small molecule";"0";"249.31";"7";"9";"1.94";"41.93";"4";"1";"0";"2";"N";"0.87";"9.76";"6.42";"2.06";"2.02";"1";"MOL";"-1";"18";"4";"1";"0";"249.1365";"NEUTRAL";"C14H19NO3";"CCCN1CCO[C@H]2c3cc(O)ccc3OC[C@@H]21"
"CHEMBL3215749";"";"";"Small molecule";"0";"521.48";"4";"4";"5.40";"15.71";"3";"0";"1";"9";"N";"0.44";"None";"7.59";"6.12";"5.71";"3";"MOL";"-1";"33";"3";"0";"1";"448.2326";"NEUTRAL";"C28H32Cl2F2N2O";"Cl.Cl.Fc1ccc(C(OCCN2CCN(C/C=C/c3ccccc3)CC2)c2ccc(F)cc2)cc1"
"CHEMBL97771";"";"";"Small molecule";"0";"373.41";"240";"549";"5.18";"65.50";"6";"1";"1";"6";"N";"0.50";"None";"4.70";"4.64";"4.64";"4";"MOL";"-1";"28";"6";"1";"1";"373.1426";"NEUTRAL";"C22H19N3O3";"COc1cc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2cc1OC"
"CHEMBL4303588";"";"";"Small molecule";"0";"855.41";"1";"1";"5.43";"81.78";"5";"2";"2";"6";"N";"0.30";"7.63";"7.00";"6.41";"6.46";"2";"MOL";"0";"27";"5";"3";"2";"818.7337";"NEUTRAL";"C18H18ClI4NO4";"CCOC(=O)C(C)(N)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1.Cl"
"CHEMBL3393599";"";"";"Small molecule";"0";"501.54";"6";"6";"5.10";"115.74";"7";"3";"2";"8";"N";"0.31";"10.76";"0.78";"4.34";"4.34";"4";"MOL";"-1";"37";"10";"3";"2";"501.2012";"NEUTRAL";"C27H27N5O5";"COc1cc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4cccc(C)c4)cn3)c2)cc(OC)c1OC"
"CHEMBL3356433";"";"";"Small molecule";"0";"451.53";"15";"32";"2.51";"129.47";"7";"3";"0";"5";"N";"0.54";"13.35";"9.16";"2.13";"0.36";"3";"MOL";"-1";"33";"10";"4";"0";"451.2332";"BASE";"C23H29N7O3";"Cc1c[nH]c2ncnc(N3CCC(CN)(C(=O)Nc4cccc(OC(=O)N(C)C)c4)CC3)c12"
"CHEMBL3039081";"";"";"Small molecule";"0";"404.50";"1";"1";"1.90";"104.06";"6";"3";"0";"2";"N";"0.48";"7.18";"0.27";"0.87";"0.45";"0";"MOL";"-1";"29";"6";"3";"0";"404.2199";"NEUTRAL";"C23H32O6";"C[C@]12CCC3C(CC[C@]4(O)C[C@@H](O)CC[C@]34C=O)[C@@]1(O)CCC2C1=CC(=O)OC1"
"CHEMBL823";"CHLOROPROMAZINE SULFOXIDE";"Chlorpromazine sulfoxide";"Small molecule";"0";"334.87";"6";"10";"3.91";"23.55";"3";"0";"0";"4";"N";"0.85";"None";"9.10";"3.16";"1.46";"2";"MOL";"-1";"22";"3";"0";"0";"334.0907";"BASE";"C17H19ClN2OS";"CN(C)CCCN1c2ccccc2[S+]([O-])c2ccc(Cl)cc21"
"CHEMBL4303481";"";"";"Small molecule";"0";"926.11";"1";"1";"0.78";"327.45";"17";"12";"3";"3";"N";"0.17";"3.73";"9.12";"-2.67";"-2.67";"0";"MOL";"0";"65";"18";"13";"3";"925.5035";"ZWITTERION";"C47H75NO17";"CC1/C=C/C=C/CC/C=C/C=C/C=C/C=C/C(O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O"
"CHEMBL278764";"SURITOZOLE";"MDL 26,479|SURITOZOLE|Suritozole";"Small molecule";"0";"223.28";"5";"7";"2.29";"22.75";"4";"0";"0";"1";"N";"0.69";"None";"None";"2.77";"2.77";"2";"MOL";"0";"15";"3";"0";"0";"223.0579";"NEUTRAL";"C10H10FN3S";"Cn1nc(-c2cccc(F)c2)n(C)c1=S"
"CHEMBL2442052";"";"";"Small molecule";"0";"396.51";"3";"3";"3.94";"64.79";"5";"1";"0";"9";"N";"0.60";"None";"9.15";"3.52";"1.78";"3";"MOL";"-1";"28";"5";"2";"0";"396.1508";"BASE";"C22H24N2O3S";"COc1cc(CN(CCN)C(=O)c2cccs2)ccc1OCc1ccccc1"
"CHEMBL3233606";"";"";"Small molecule";"0";"269.17";"2";"2";"3.08";"38.91";"3";"1";"0";"2";"N";"0.91";"None";"5.32";"3.48";"3.48";"2";"MOL";"-1";"14";"2";"2";"0";"267.9670";"NEUTRAL";"C10H9BrN2S";"Nc1ncc(Cc2ccc(Br)cc2)s1"
"CHEMBL2105450";"OXYCLOZANIDE";"ICI 46683|OXYCLOZANIDE";"Small molecule";"0";"401.46";"6";"16";"5.62";"69.56";"3";"3";"1";"2";"N";"0.45";"5.43";"None";"5.48";"3.07";"2";"MOL";"0";"22";"4";"3";"1";"398.8790";"ACID";"C13H6Cl5NO3";"O=C(Nc1cc(Cl)cc(Cl)c1O)c1c(O)c(Cl)cc(Cl)c1Cl"
"CHEMBL3039603";"";"";"Small molecule";"0";"196.16";"1";"1";"-3.49";"138.45";"6";"6";"1";"5";"N";"0.27";"3.39";"None";"-3.41";"-6.82";"0";"MOL";"-1";"13";"7";"6";"1";"196.0583";"ACID";"C6H12O7";"O=C(O)C(O)C(O)C(O)C(O)CO"
"CHEMBL1650469";"";"";"Small molecule";"0";"165.12";"2";"2";"-0.79";"100.62";"3";"3";"0";"4";"N";"0.51";"1.78";"9.45";"-3.35";"-6.58";"0";"MOL";"-1";"11";"5";"4";"0";"165.0437";"ZWITTERION";"C5H8FNO4";"N[C@@H](C[C@@H](F)C(=O)O)C(=O)O"
"CHEMBL3092537";"";"";"Small molecule";"0";"321.38";"6";"9";"2.73";"74.85";"3";"2";"0";"5";"N";"0.76";"9.92";"5.40";"2.16";"2.17";"3";"MOL";"-1";"24";"5";"2";"0";"321.1477";"NEUTRAL";"C19H19N3O2";"C[C@H](NC(=O)CCc1nc2ccccc2c(=O)[nH]1)c1ccccc1"
"CHEMBL4303427";"";"";"Small molecule";"0";"367.43";"1";"1";"0.35";"112.73";"5";"3";"0";"4";"N";"0.50";"3.27";"7.60";"-2.45";"-2.64";"0";"MOL";"0";"24";"7";"4";"0";"349.1096";"ACID";"C16H21N3O5S";"CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1.O"
"CHEMBL4303599";"";"";"Small molecule";"0";"680.95";"1";"1";"3.47";"41.49";"3";"2";"0";"6";"N";"0.84";"None";"9.76";"3.55";"1.24";"1";"MOL";"0";"21";"3";"2";"0";"291.2198";"BASE";"C36H60N2O8S";"CC(C)(C)NCC(O)COc1ccccc1C1CCCC1.CC(C)(C)NCC(O)COc1ccccc1C1CCCC1.O=S(=O)(O)O"
"CHEMBL3264002";"";"CKI-27|RG-7304|Ro-5126766";"Small molecule";"0";"471.47";"299";"320";"2.68";"136.31";"8";"2";"0";"7";"N";"0.39";"9.00";"0.97";"1.97";"1.96";"4";"MOL";"-1";"33";"10";"2";"0";"471.1013";"NEUTRAL";"C21H18FN5O5S";"CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F"
"CHEMBL1671898";"";"";"Small molecule";"0";"377.92";"2";"2";"2.98";"75.66";"5";"2";"0";"5";"N";"0.84";"None";"9.96";"1.56";"-0.96";"2";"MOL";"-1";"26";"6";"3";"0";"377.1982";"BASE";"C19H28ClN5O";"Cc1cn2c(N)c(Cl)cc(C(=O)NCC3CCN(CC(C)C)CC3)c2n1"
"CHEMBL1650511";"";"";"Small molecule";"0";"467.41";"19";"53";"7.09";"50.27";"3";"1";"1";"2";"N";"0.41";"8.82";"3.66";"6.65";"6.63";"3";"MOL";"-1";"33";"4";"1";"1";"467.1432";"NEUTRAL";"C23H19F6N3O";"FC(F)(F)c1ccccc1-c1cc(C(F)(F)F)c2[nH]c(C3=NOC4(CCCCC4)C3)nc2c1"
"CHEMBL1669669";"";"Ro-5212773";"Small molecule";"0";"378.39";"54";"72";"4.96";"41.57";"3";"1";"0";"5";"N";"0.80";"None";"None";"4.66";"4.66";"2";"MOL";"-1";"27";"4";"1";"0";"378.1555";"NEUTRAL";"C20H21F3N2O2";"CCOc1cccc(NC(=O)c2ccc(N3CCCC3)c(C(F)(F)F)c2)c1"
"CHEMBL1650619";"PYRITHIONE";"";"Small molecule";"4";"127.17";"11";"12";"1.45";"25.16";"3";"1";"0";"0";"Y";"0.42";"8.24";"None";"0.90";"0.85";"1";"MOL";"0";"8";"2";"1";"0";"127.0092";"NEUTRAL";"C5H5NOS";"On1ccccc1=S"
"CHEMBL1615281";"";"4-{[(4'-Fluorophenyl)Carbamoyl]Amino}Benzenesulfonamide";"Small molecule";"0";"309.32";"15";"66";"2.12";"101.29";"3";"3";"0";"3";"N";"0.81";"10.20";"None";"1.87";"1.87";"2";"MOL";"-1";"21";"6";"4";"0";"309.0583";"NEUTRAL";"C13H12FN3O3S";"NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(F)cc2)cc1"
"CHEMBL2338352";"";"";"Small molecule";"0";"488.66";"14";"21";"4.33";"57.70";"6";"1";"0";"7";"N";"0.53";"13.30";"7.67";"4.25";"3.80";"3";"MOL";"-1";"35";"6";"1";"0";"488.2246";"NEUTRAL";"C28H32N4O2S";"O=C(NCC1(N2CCN(c3ccccc3)CC2)CCOCC1)c1cccnc1Sc1ccccc1"
"CHEMBL3086524";"";"";"Small molecule";"0";"230.22";"3";"35";"-2.25";"120.41";"6";"4";"0";"2";"N";"0.43";"13.90";"6.80";"-2.25";"-2.35";"0";"MOL";"-1";"16";"8";"5";"0";"230.1015";"NEUTRAL";"C8H14N4O4";"NC1=NC(=O)N([C@H]2C[C@H](O)[C@@H](CO)O2)CN1"
"CHEMBL3094448";"";"";"Small molecule";"0";"498.33";"4";"4";"3.82";"126.07";"6";"3";"0";"6";"N";"0.37";"10.34";"2.29";"3.82";"3.82";"4";"MOL";"-1";"34";"9";"3";"0";"497.0658";"NEUTRAL";"C23H17Cl2N5O4";"COc1ncc2cc(C(=O)Nc3cc(C(=O)NCc4cccc(Cl)c4)ccc3Cl)c(=O)[nH]c2n1"
"CHEMBL3823931";"";"";"Small molecule";"0";"283.38";"3";"3";"3.51";"35.58";"2";"1";"0";"3";"N";"0.94";"13.33";"4.79";"3.08";"3.08";"2";"MOL";"-1";"21";"4";"1";"0";"283.1685";"NEUTRAL";"C17H21N3O";"CN(C)C(=O)Nc1cccc(-c2ccc(N(C)C)cc2)c1"
"CHEMBL1620289";"";"";"Small molecule";"0";"277.37";"2";"2";"4.14";"21.26";"2";"1";"0";"5";"N";"0.76";"None";"8.72";"4.09";"2.75";"3";"MOL";"-1";"21";"2";"1";"0";"277.1467";"BASE";"C19H19NO";"COc1ccc(CNCc2cccc3ccccc23)cc1"
